Index,Word,EntityType
103,t,o
103,a,o
103,t,o
103,s,o
103,a,o
103,̈,o
103,c,o
103,h,o
103,l,o
103,i,o
103,c,o
103,h,o
103,e,o
103,n,o
103, ,o
103,Autos,ENTITÄT
103,.,o
103, ,o
104,Einem,KARDINALITÄT
104, ,o
104,Auto,ENTITÄT
104, ,o
104,i,o
104,s,o
104,t,o
104, ,o
104,genau ein,KARDINALITÄT
104, ,o
104,RFID-Chip,ENTITÄT
104, ,o
104,zugeordnet,BEZIEHUNG
104,.,o
104, ,o
105,U,o
105,m,o
105, ,o
105,d,o
105,e,o
105,n,o
105, ,o
105,RFID-Chip,ENTITÄT
105, ,o
105,e,o
105,i,o
105,n,o
105,d,o
105,e,o
105,u,o
105,t,o
105,i,o
105,g,o
105, ,o
105,z,o
105,u,o
105, ,o
105,i,o
105,d,o
105,e,o
105,n,o
105,t,o
105,i,o
105,f,o
105,i,o
105,z,o
105,i,o
105,e,o
105,r,o
105,e,o
105,n,o
105, ,o
105,b,o
105,e,o
105,n,o
105,o,o
105,̈,o
105,t,o
105,i,o
105,g,o
105,t,o
105, ,o
105,m,o
105,a,o
105,n,o
105, ,o
105,d,o
105,i,o
105,e,o
105, ,o
105,Frequenz,PRIMÄRSCHLÜSSEL
105, ,o
105,u,o
105,n,o
105,d,o
105, ,o
105,d,o
105,e,o
105,n,o
105, ,o
105,RFID-Code,PRIMÄRSCHLÜSSEL
105,.,o
106,F,o
106,u,o
106,̈,o
106,r,o
106, ,o
106,j,o
106,e,o
106,d,o
106,e,o
106,s,o
106, ,o
106,Vereinsmitglied,ENTITÄT
106, ,o
106,w,o
106,e,o
106,r,o
106,d,o
106,e,o
106,n,o
106, ,o
106,n,o
106,e,o
106,b,o
106,e,o
106,n,o
106, ,o
106,e,o
106,i,o
106,n,o
106,e,o
106,r,o
106, ,o
106,e,o
106,i,o
106,n,o
106,d,o
106,e,o
106,u,o
106,t,o
106,i,o
106,g,o
106,e,o
106,n,o
106, ,o
106,Mitgliedsnummer,PRIMÄRSCHLÜSSEL
106, ,o
106,a,o
106,u,o
106,c,o
106,h,o
106, ,o
106,Name,ATTRIBUT
106, ,o
106,u,o
106,n,o
106,d,o
106, ,o
106,Eintrittsdatum,ATTRIBUT
106, ,o
106,g,o
106,e,o
106,s,o
106,p,o
106,e,o
106,i,o
106,c,o
106,h,o
106,e,o
106,r,o
106,t,o
106,.,o
106, ,o
107,Musiker,ISA
107, ,o
107,s,o
107,i,o
107,n,o
107,d,o
107, ,o
107,b,o
107,e,o
107,s,o
107,o,o
107,n,o
107,d,o
107,e,o
107,r,o
107,e,o
107, ,o
107,Vereinsmitglieder,ENTITÄT
107,",",o
107, ,o
107,d,o
107,i,o
107,e,o
107, ,o
107,Instrumente,ENTITÄT
107, ,o
107,spielen,BEZIEHUNG
107, ,o
107,k,o
107,o,o
107,̈,o
107,n,o
107,n,o
107,e,o
107,n,o
107,.,o
107, ,o
108,E,o
108,i,o
108,n,o
108, ,o
108,Instrument,ENTITÄT
108, ,o
108,b,o
108,e,o
108,s,o
108,i,o
108,t,o
108,z,o
108,t,o
108, ,o
108,e,o
108,i,o
108,n,o
108,e,o
108, ,o
108,e,o
108,i,o
108,n,o
108,d,o
108,e,o
108,u,o
108,t,o
108,i,o
108,g,o
108,e,o
108, ,o
108,Bezeichnung,PRIMÄRSCHLÜSSEL
108, ,o
108,u,o
108,n,o
108,d,o
108, ,o
108,m,o
108,e,o
108,h,o
108,r,o
108,e,o
108,r,o
108,e,o
108, ,o
108,Zubehörteile,MEHRWERTIGES ATTRIBUT
108,.,o
108, ,o
109,E,o
109,i,o
109,n,o
109, ,o
109,Musiker,ENTITÄT
109, ,o
109,k,o
109,a,o
109,n,o
109,n,o
109, ,o
109,beliebig viele,KARDINALITÄT
109, ,o
109,Instrumente,ENTITÄT
109, ,o
109,spielen,BEZIEHUNG
109, ,o
109,u,o
109,n,o
109,d,o
109, ,o
109,e,o
109,i,o
109,n,o
109, ,o
109,Instrument,ENTITÄT
109, ,o
109,k,o
109,a,o
109,n,o
109,n,o
109, ,o
109,v,o
109,o,o
109,n,o
109, ,o
109,beliebig vielen,KARDINALITÄT
109, ,o
109,Musikern,ENTITÄT
109, ,o
109,gespielt,BEZIEHUNG
109, ,o
109,w,o
109,e,o
109,r,o
109,d,o
109,e,o
109,n,o
109,.,o
110,A,o
110,u,o
110,ß,o
110,e,o
110,r,o
110,d,o
110,e,o
110,m,o
110, ,o
110,k,o
110,a,o
110,n,o
110,n,o
110, ,o
110,ein,KARDINALITÄT
110, ,o
110,Musiker,ENTITÄT
110, ,o
110,beliebig viele,KARDINALITÄT
110, ,o
110,Musikstücke,ENTITÄT
110, ,o
110,komponieren,BEZIEHUNG
110,;,o
110, ,o
110,e,o
110,i,o
110,n,o
110, ,o
110,Musikstück,ENTITÄT
110, ,o
110,b,o
110,e,o
110,s,o
110,i,o
110,t,o
110,z,o
110,t,o
110, ,o
110,e,o
110,i,o
110,n,o
110,e,o
110,n,o
110, ,o
110,e,o
110,i,o
110,n,o
110,d,o
110,e,o
110,u,o
110,t,o
110,i,o
110,g,o
110,e,o
110,n,o
110, ,o
110,Titel,PRIMÄRSCHLÜSSEL
110, ,o
110,u,o
110,n,o
110,d,o
110, ,o
110,w,o
110,i,o
110,r,o
110,d,o
110, ,o
110,v,o
110,o,o
110,n,o
110, ,o
110,genau einem,KARDINALITÄT
110, ,o
110,Musiker,ENTITÄT
110, ,o
110,komponiert,BEZIEHUNG
110,.,o
110, ,o
111,Chorleiter,ISA
111, ,o
111,s,o
111,i,o
111,n,o
111,d,o
111, ,o
111,b,o
111,e,o
111,s,o
111,o,o
111,n,o
111,d,o
111,e,o
111,r,o
111,e,o
111, ,o
111,Musiker,ENTITÄT
111,",",o
111, ,o
111,d,o
111,i,o
111,e,o
111, ,o
111,e,o
111,i,o
111,n,o
111,e,o
111, ,o
111,g,o
111,e,o
111,w,o
111,i,o
111,s,o
111,s,o
111,e,o
111, ,o
111,A,o
111,n,o
111,z,o
111,a,o
111,h,o
111,l,o
111, ,o
111,a,o
111,n,o
111, ,o
111,Chorjahren,ATTRIBUT
111, ,o
111,a,o
111,u,o
111,f,o
111,w,o
111,e,o
111,i,o
111,s,o
111,e,o
111,n,o
111,.,o
112,W,o
112,e,o
112,i,o
112,t,o
112,e,o
112,r,o
112,h,o
112,i,o
112,n,o
112, ,o
112,g,o
112,i,o
112,b,o
112,t,o
112, ,o
112,e,o
112,s,o
112, ,o
112,Performances,ENTITÄT
112,",",o
112, ,o
112,d,o
112,i,o
112,e,o
112, ,o
112,j,o
112,e,o
112,w,o
112,e,o
112,i,o
112,l,o
112,s,o
112, ,o
112,e,o
112,i,o
112,n,o
112,e,o
112, ,o
112,Startzeit,ATTRIBUT
112,",",o
112, ,o
112,e,o
112,i,o
112,n,o
112,e,o
112, ,o
112,Endzeit,ATTRIBUT
112, ,o
112,s,o
112,o,o
112,w,o
112,i,o
112,e,o
112, ,o
112,e,o
112,i,o
112,n,o
112,e,o
112,n,o
112, ,o
112,e,o
112,i,o
112,n,o
112,d,o
112,e,o
112,u,o
112,t,o
112,i,o
112,g,o
112,e,o
112,n,o
112, ,o
112,Titel,PRIMÄRSCHLÜSSEL
112, ,o
112,b,o
112,e,o
112,s,o
112,i,o
112,t,o
112,z,o
112,e,o
112,n,o
112, ,o
112,u,o
112,n,o
112,d,o
112, ,o
112,v,o
112,o,o
112,n,o
112, ,o
112,genau einem,KARDINALITÄT
112, ,o
112,Chorleiter,ENTITÄT
112, ,o
112,geleitet,BEZIEHUNG
112, ,o
112,w,o
112,e,o
112,r,o
112,d,o
112,e,o
112,n,o
112,.,o
112, ,o
113,Jeder,KARDINALITÄT
113, ,o
113,Chorleiter,ENTITÄT
113, ,o
113,k,o
113,a,o
113,n,o
113,n,o
113, ,o
113,a,o
113,l,o
113,l,o
113,e,o
113,r,o
113,d,o
113,i,o
113,n,o
113,g,o
113,s,o
113, ,o
113,beliebig viele,KARDINALITÄT
113, ,o
113,Performances,ENTITÄT
113, ,o
113,leiten,BEZIEHUNG
113,.,o
113, ,o
114,A,o
114,n,o
114, ,o
114,einer,KARDINALITÄT
114, ,o
114,Performance,ENTITÄT
114, ,o
114,nimmt,BEZIEHUNG
114, ,o
114,mindestens ein,KARDINALITÄT
114, ,o
114,Musiker,ENTITÄT
114, ,o
114,teil,BEZIEHUNG
114,.,o
114, ,o
115,Jeder,KARDINALITÄT
115, ,o
115,Musiker,ENTITÄT
115, ,o
115,k,o
115,a,o
115,n,o
115,n,o
115, ,o
115,a,o
115,n,o
115, ,o
115,beliebig vielen,KARDINALITÄT
115, ,o
115,Perfor- mances,ENTITÄT
115, ,o
115,teilnehmen,BEZIEHUNG
115,.,o
116,E,o
116,s,o
116, ,o
116,g,o
116,i,o
116,b,o
116,t,o
116, ,o
116,a,o
116,u,o
116,ß,o
116,e,o
116,r,o
116,d,o
116,e,o
116,m,o
116, ,o
116,Veranstaltungen,ENTITÄT
116,",",o
116, ,o
116,d,o
116,i,o
116,e,o
116, ,o
116,e,o
116,i,o
116,n,o
116,d,o
116,e,o
116,u,o
116,t,o
116,i,o
116,g,o
116, ,o
116,u,o
116,̈,o
116,b,o
116,e,o
116,r,o
116, ,o
116,i,o
116,h,o
116,r,o
116,e,o
116, ,o
116,j,o
116,e,o
116,w,o
116,e,o
116,i,o
116,l,o
116,i,o
116,g,o
116,e,o
116,n,o
116, ,o
116,Bezeichnungen,PRIMÄRSCHLÜSSEL
116, ,o
116,i,o
116,d,o
116,e,o
116,n,o
116,t,o
116,i,o
116,f,o
116,i,o
116,z,o
116,i,o
116,e,o
116,r,o
116,b,o
116,a,o
116,r,o
116, ,o
116,s,o
116,i,o
116,n,o
116,d,o
116, ,o
116,u,o
116,n,o
116,d,o
116, ,o
116,j,o
116,e,o
116,w,o
116,e,o
116,i,o
116,l,o
116,s,o
116, ,o
116,e,o
116,i,o
116,n,o
116, ,o
116,Datum,ATTRIBUT
116, ,o
116,u,o
116,n,o
116,d,o
116, ,o
116,e,o
116,i,o
116,n,o
116,e,o
116,n,o
116, ,o
116,Ort,ATTRIBUT
116, ,o
116,b,o
116,e,o
116,s,o
116,i,o
116,t,o
116,z,o
116,e,o
116,n,o
116,.,o
116, ,o
117,E,o
117,i,o
117,n,o
117, ,o
117,Musikstück,ENTITÄT
117, ,o
117,w,o
117,i,o
117,r,o
117,d,o
117, ,o
117,i,o
117,m,o
117, ,o
117,R,o
117,a,o
117,h,o
117,m,o
117,e,o
117,n,o
117, ,o
117,e,o
117,i,o
117,n,o
117,e,o
117,r,o
117, ,o
117,Performance,ENTITÄT
117, ,o
117,a,o
117,u,o
117,f,o
117, ,o
117,e,o
117,i,o
117,n,o
117,e,o
117,r,o
117, ,o
117,Veranstaltung,ENTITÄT
117, ,o
117,aufgeführt,BEZIEHUNG
117,.,o
117, ,o
118,E,o
118,i,o
118,n,o
118,e,o
118, ,o
118,Performance,ENTITÄT
118, ,o
118,w,o
118,i,o
118,r,o
118,d,o
118, ,o
118,d,o
118,a,o
118,b,o
118,e,o
118,i,o
118, ,o
118,n,o
118,u,o
118,r,o
118, ,o
118,genau einmal,KARDINALITÄT
118, ,o
118,aufgeführt,BEZIEHUNG
118,.,o
118, ,o
119,J,o
119,e,o
119,d,o
119,e,o
119, ,o
119,Veranstaltung,ENTITÄT
119, ,o
119,u,o
119,m,o
119,f,o
119,a,o
119,s,o
119,s,o
119,t,o
119, ,o
119,mindestens eine,KARDINALITÄT
119, ,o
119,u,o
119,n,o
119,d,o
119, ,o
119,maximal fünf,KARDINALITÄT
119, ,o
119,Performances,ENTITÄT
119,.,o
119, ,o
120,E,o
120,i,o
120,n,o
120, ,o
120,Musikstück,ENTITÄT
120, ,o
120,k,o
120,a,o
120,n,o
120,n,o
120, ,o
120,beliebig oft,KARDINALITÄT
120, ,o
120,aufgeführt werden,BEZIEHUNG
120,.,o
121,Eine,KARDINALITÄT
121, ,o
121,Veranstaltung,ENTITÄT
121, ,o
121,w,o
121,i,o
121,r,o
121,d,o
121, ,o
121,v,o
121,o,o
121,n,o
121, ,o
121,mindestens einem,KARDINALITÄT
121, ,o
121,Vereinsmitglied,ENTITÄT
121, ,o
121,organisiert,BEZIEHUNG
121, ,o
121,u,o
121,n,o
121,d,o
121, ,o
121,v,o
121,o,o
121,n,o
121, ,o
121,beliebig vielen,KARDINALITÄT
121, ,o
121,Vereinsmitgliedern,ENTITÄT
121, ,o
121,besucht,BEZIEHUNG
121,.,o
121, ,o
122,Jedes,KARDINALITÄT
122, ,o
122,Vereinsmitglied,ENTITÄT
122, ,o
122,k,o
122,a,o
122,n,o
122,n,o
122, ,o
122,beliebig viele,KARDINALITÄT
122, ,o
122,Veranstaltungen,ENTITÄT
122, ,o
122,organisieren,BEZIEHUNG
122, ,o
122,u,o
122,n,o
122,d,o
122, ,o
122,a,o
122,u,o
122,c,o
122,h,o
122, ,o
122,beliebig viele,KARDINALITÄT
122, ,o
122,Veranstaltungen,ENTITÄT
122, ,o
122,besuchen,BEZIEHUNG
122,.,o
